source_term,canonical_zh_cn,status,source_kinds,matched_terms,occurrences
統合作業の手順,集成操作の步骤,composed,bold,作業|手順|統合,docs/basics/workflow-overview.md:164
統合可能なPhysBoneを特定,集成可能なPhysBoneを特定,composed,bold,Bone|PhysBone|統合,docs/optimization/very-poor-escape.md:125
統合可能パーツの判断,集成可能パーツの判断,composed,bold,統合,docs/physics/optimization.md:85
統合型ボディパターンの作成,集成型ボディ版型の制作,composed,heading,パターン|作成|制作|統合,docs/garments/one-piece.md:137
統合完了チェック,集成完成チェック,composed,heading,完了|統合,docs/unity/project-setup.md:322
統合技術の応用,集成技术の应用,composed,heading,応用|技術|統合,docs/unity/project-setup.md:432
統合技術の真の価値,集成技术の真の価値,composed,bold,技術|統合,docs/garments/one-piece.md:596
統合時の物理設定,集成時の物理设置,composed,bold,物理設定|統合,docs/garments/dress.md:278
統合物理設定の最適化,集成物理设置の优化,composed,heading,最適化|物理設定|統合,docs/garments/one-piece.md:284
統合物理設定マトリックス,集成物理设置マトリックス,composed,bold,物理設定|統合,docs/garments/one-piece.md:288
統合縫製の問題,集成缝合の问题,composed,bold,問題|統合|縫製,docs/garments/one-piece.md:462
統合縫製の順序,集成缝合の順序,composed,bold,統合|縫製,docs/garments/one-piece.md:250
統合縫製ライン設計,集成缝合ライン設計,composed,bold,統合|縫製,docs/garments/one-piece.md:174
統合衣装の複雑性,集成服装の复杂性,composed,heading,統合|衣装|複雑,docs/garments/one-piece.md:25
統合衣装の軽量化技術,集成服装の軽量化技术,composed,heading,技術|統合|衣装,docs/garments/one-piece.md:388
統合衣装制作マスターレベル到達！,集成服装制作マスターレベル到達！,composed,admonition,制作|統合|衣装,docs/garments/one-piece.md:510
統合衣装制作技術完全習得完了！,集成服装制作技术完全習得完成！,composed,admonition,制作|完了|技術|統合|衣装,docs/garments/one-piece.md:585
統合衣装特有の問題と解決,集成服装特有の问题と解決,composed,heading,問題|統合|衣装,docs/garments/one-piece.md:427
統合設定例,集成设置例,composed,bold,統合|設定,docs/advanced/ik-joint-mapping.md:183
継承,継承,untranslated,term_def|bold,,docs/basics/terminology.md:391|docs/basics/terminology.md:391
継続学習のアドバイス,継続学習のアドバイス,untranslated,admonition,,docs/unity/fbx-to-vrchat-complete-guide.md:1091
継続学習・コミュニティ参加,継続学習・コミュニティ参加,untranslated,heading,,docs/physics/optimization.md:412
継続学習・成長,継続学習・成長,untranslated,bold,,docs/resources/advanced-resources.md:517
継続学習・技術向上,継続学習・技术提升,composed,heading,向上|技術,docs/garments/one-piece.md:564
継続学習・技術進化,継続学習・技术進化,composed,heading,技術,docs/garments/dress.md:496
継続学習計画,継続学習計画,untranslated,bold,,docs/advanced/ik-joint-mapping.md:405
継続的なトラブルシューティング,継続的なトラブルシューティング,untranslated,heading,,docs/unity/avatar-upload.md:366
継続的な情報更新,継続的な情報更新,untranslated,admonition,,docs/resources/useful-links.md:354
継続的な改善,継続的な改善,untranslated,heading,,docs/optimization/very-poor-escape.md:513
継続的な機能強化,継続的な機能強化,untranslated,admonition,,docs/advanced/md2025-features.md:494
継続的インテグレーション,継続的インテグレーション,untranslated,bold,,docs/resources/advanced-resources.md:171
継続的スキルアップ,継続的スキルアップ,untranslated,admonition,,docs/optimization/performance-analysis.md:443
継続的フィット感,継続的フィット感,untranslated,bold,,docs/garments/one-piece.md:31
継続的フォルム設計,継続的フォルム設計,untranslated,bold,,docs/garments/one-piece.md:161
継続的改善,継続的改善,untranslated,heading|admonition,,docs/basics/workflow-overview.md:318|docs/workflows/common-issues.md:579
継続的改善のためのデータ蓄積,継続的改善のためのデータ蓄積,untranslated,admonition,,docs/optimization/performance-analysis.md:378
継続的改善のサイクル,継続的改善のサイクル,untranslated,heading,,docs/workflows/avatar-modification.md:615
継続的改善システム,継続的改善システム,untranslated,heading,,docs/advanced/ik-joint-mapping.md:441
継続的構造,継続的结构,composed,bold,構造,docs/garments/one-piece.md:82
維持すべき品質項目,維持すべき品質項目,untranslated,bold,,docs/physics/optimization.md:321
緊急問題（制作停止）,緊急问题（制作停止）,composed,heading,制作|問題,docs/workflows/common-issues.md:31
緊急対処法,緊急处理方法法,composed,bold,対処,docs/workflows/common-issues.md:72
緊急対策: まずはPoor脱出（30分）,緊急対策: まずはPoor脱出（30分）,constrained,heading,Poor,docs/optimization/very-poor-escape.md:358
緊急対策ガイド,緊急対策指南,composed,bold,ガイド,docs/optimization/very-poor-escape.md:6
緊急度,緊急度,untranslated,bold,,docs/advanced/everywear-integration.md:4
緊急度別問題分類,緊急度別问题分類,composed,heading,問題,docs/workflows/common-issues.md:15
緊急時連絡,緊急時連絡,untranslated,heading,,docs/workflows/common-issues.md:559
総ページ数,総ページ数,untranslated,bold,,docs/resources/update-log.md:23
総開発期間,総开发期間,composed,bold,開発,docs/resources/update-log.md:22
線の位置の確認,線の位置の确认,composed,bold,確認,docs/garments/t-shirt.md:383
線の長さの確認,線の長さの确认,composed,bold,確認,docs/garments/t-shirt.md:379
編集機能の活用,編集機能の活用,constrained,admonition,活用,docs/basics/md-interface.md:160
練習1: 基本操作の確認,练习1: 基本操作の确认,composed,heading,確認|練習,docs/basics/md-interface.md:348
練習2: 簡単なパターン作成,练习2: 簡単な版型制作,composed,heading,パターン|作成|制作|練習,docs/basics/md-interface.md:365
練習3: プロパティ編集,练习3: 属性編集,composed,heading,プロパティ|練習,docs/basics/md-interface.md:389
練習用プロジェクト」,练习用プロジェクト」,composed,bold,練習,docs/setup/md-first-launch.md:125
縫い代,缝份,direct,term_def|bold,縫い代,docs/basics/terminology.md:218|docs/basics/terminology.md:218
縫い合わせる部分の指定,縫い合わせる部分の指定,untranslated,heading,,docs/garments/t-shirt.md:155
縫い線,縫い線,untranslated,bold,,docs/basics/md-interface.md:38
縫い線の最適化,縫い線の优化,composed,bold,最適化,docs/workflows/avatar-modification.md:417
縫い線の確認と実行,縫い線の确认と执行,composed,bold,実行|確認,docs/workflows/garment-fitting.md:153
縫い線設定,縫い線设置,composed,bold,設定,docs/workflows/new-garment-creation.md:25
縫製,缝合,direct,term_def|bold,縫製,docs/basics/terminology.md:32|docs/basics/terminology.md:32
縫製とシミュレーション,缝合と模拟,composed,heading,シミュレーション|縫製,docs/garments/skirt.md:93
縫製ラインでエラーが出る」,缝合ラインでエラーが出る」,composed,admonition,縫製,docs/garments/t-shirt.md:376
縫製ラインの再検討,缝合ラインの再検討,composed,bold,縫製,docs/garments/swimwear.md:732
縫製ラインの注意点,缝合ラインの注意点,composed,admonition,縫製,docs/garments/t-shirt.md:169
縫製ラインの設定,缝合ラインの设置,composed,bold,縫製|設定,docs/garments/dress.md:162
縫製ライン作成前の準備,缝合ライン制作前の準備,composed,bold,作成|制作|縫製,docs/garments/swimwear.md:266
縫製・パターン ★★,缝合・版型 ★★,composed,heading,パターン|縫製,docs/basics/terminology.md:217
縫製品質の確保,缝合品質の確保,composed,bold,縫製,docs/garments/one-piece.md:259
縫製実行,缝合执行,composed,bold,実行|縫製,docs/garments/swimwear.md:280
縫製情報,缝合情報,composed,bold,縫製,docs/workflows/garment-fitting.md:42
縫製線のズレ,缝合線のズレ,composed,bold,縫製,docs/garments/one-piece.md:463
縫製角度,缝合角度,composed,bold,縫製,docs/garments/one-piece.md:263
縫製設定,缝合设置,composed,bold,縫製|設定,docs/basics/md-interface.md:186
縫製部分の引きつれ,缝合部分の引きつれ,composed,bold,縫製,docs/garments/one-piece.md:465
縫製順序の確認,缝合順序の确认,composed,bold,確認|縫製,docs/garments/t-shirt.md:398
縫製順序の重要性,缝合順序の重要性,composed,bold,縫製,docs/garments/dress.md:260
織り目,織り目,untranslated,term_def|bold,,docs/basics/terminology.md:227|docs/basics/terminology.md:227
美しい動きのための最適化,美しい動きのための优化,composed,heading,最適化,docs/garments/skirt.md:247
美しい開口部の作成,美しい開口部の制作,composed,bold,作成|制作,docs/garments/swimwear.md:235
美的価値,美的価値,untranslated,term_def|bold,,docs/garments/one-piece.md:603|docs/garments/one-piece.md:603
美的統一性,美的統一性,untranslated,bold,,docs/garments/one-piece.md:85
習得したスキルの応用,習得したスキルの应用,composed,heading,応用,docs/garments/t-shirt.md:347
習得したスキルの総まとめ,習得したスキルの総まとめ,untranslated,heading,,docs/unity/avatar-upload.md:300
習得した高度技術,習得した高级技术,composed,heading|bold,技術|高度,docs/garments/casual-wear.md:449|docs/garments/one-piece.md:512|docs/garments/skirt.md:390
習得スキルの応用展開,習得スキルの应用展開,composed,heading,応用,docs/garments/swimwear.md:648
習得スキルの確認,習得スキルの确认,composed,admonition,確認,docs/garments/t-shirt.md:320
習得レベル別学習計画,習得レベル別学習計画,untranslated,heading,,docs/advanced/md2025-features.md:512
習得技術スキルの総まとめ,習得技术スキルの総まとめ,composed,heading,技術,docs/unity/fbx-to-vrchat-complete-guide.md:1030
考えられる原因と対処法,考えられる原因と处理方法法,composed,bold,対処,docs/setup/software-check.md:136
股上を深く,股上を深入,composed,bold,深く,docs/garments/casual-wear.md:200
肩紐デザインとサポート構造,肩紐设计とサポート结构,composed,heading,デザイン|構造,docs/garments/one-piece.md:206
肩線,肩線,untranslated,bold,,docs/garments/t-shirt.md:164
肩縫い,肩縫い,untranslated,bold,,docs/garments/dress.md:163
背景衣装,背景服装,composed,bold,衣装,docs/physics/optimization.md:78
